POI_ID;ADDRESS;"﻿""DESCRIPTION""";NAME;GeoJSON;geo_point_2d
3760;339 JANETTE ST;Parkette;JANETTE ST PARKETTE;"{""type"": ""Point"", ""coordinates"": [-76.59175605995587, 44.26221090721264]}";44.2622109072,-76.59175606
3529;76 STUART ST;Queen's University;KIDD WING;"{""type"": ""Point"", ""coordinates"": [-76.49406763265286, 44.223402615203675]}";44.2234026152,-76.4940676327
3232;506 O'CONNOR DR;Communication Tower;KINGSTON WEST WATER TOWER CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.56664067220139, 44.25878948360911]}";44.2587894836,-76.5666406722
3228;LOUGHBOROUGH DR;Municipal-Unmaintained Boat Ramp;LOUGHBOROUGH LAKE BOAT RAMP;"{""type"": ""Point"", ""coordinates"": [-76.57061112385267, 44.354746563771975]}";44.3547465638,-76.5706111239
256;975 OLD COLONY RD;Swingset;OLD COLONY PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.58350527853138, 44.25384711048114]}";44.2538471105,-76.5835052785
4557;1066 HUDSON DR;Playground;BAYRIDGE PUBLIC SCHOOL PLAYGROUND 3;"{""type"": ""Point"", ""coordinates"": [-76.59384467738765, 44.24847078795607]}";44.248470788,-76.5938446774
1908;63 BARRACK ST;Parking Lot;BARRACK LOT;"{""type"": ""Point"", ""coordinates"": [-76.48129910931654, 44.23360857772125]}";44.2336085777,-76.4812991093
1909;197 BROCK ST;Parking Lot;CHOWN MEMORIAL GARAGE;"{""type"": ""Point"", ""coordinates"": [-76.4867649063322, 44.23155285745089]}";44.2315528575,-76.4867649063
2431;11 QUEEN ST;Parking Lot;FRONTENAC LOT;"{""type"": ""Point"", ""coordinates"": [-76.47980381917183, 44.232707057829664]}";44.2327070578,-76.4798038192
4159;53 VICTORIA ST;Education Facility;MARYSVILLE PS;"{""type"": ""Point"", ""coordinates"": [-76.43839605852288, 44.19246150792654]}";44.1924615079,-76.4383960585
330;114 WILEY ST;Playground;ST FRANCIS OF ASSISI CS PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.49076806987294, 44.260596751097715]}";44.2605967511,-76.4907680699
531;412 RIDEAU ST;Soccer Field;KATINGS FIELDS;"{""type"": ""Point"", ""coordinates"": [-76.48536950642631, 44.2433452016761]}";44.2433452017,-76.4853695064
739;1114 LEN BIRCHALL WY;Airport;KINGSTON AIRPORT;"{""type"": ""Point"", ""coordinates"": [-76.59851012346068, 44.22187025675075]}";44.2218702568,-76.5985101235
1525;32 LUNDY'S LN;Military Family Resource Centre;KINGSTON MILITARY FAMILY RESOURCE CENTRE (CFB);"{""type"": ""Point"", ""coordinates"": [-76.44783251892915, 44.23728860346997]}";44.2372886035,-76.4478325189
4635;825 LANCASTER DR;Playground;BRIDLE PATH PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.59075009199701, 44.25405248725606]}";44.2540524873,-76.590750092
4629;1648 JOYCEVILLE RD;Washroom;PIERSON PARK WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.33026999744328, 44.30234869844391]}";44.3023486984,-76.3302699974
4646;6 KEYES ST;Swingset;KEYES PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.56461670851303, 44.21010227020291]}";44.2101022702,-76.5646167085
4647;115 BARRACK ST;Health Centre;STREET HEALTH CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.48304277497657, 44.233696055033064]}";44.233696055,-76.483042775
4702;1300 Bath Rd;Community Service;CANADIAN HEARING SOCIETY;"{""type"": ""Point"", ""coordinates"": [-76.54579885293045, 44.23966800735469]}";44.2396680074,-76.5457988529
4705;205 RIDEAU ST;Retirement Residence;RIDEAUCREST TOWERS;"{""type"": ""Point"", ""coordinates"": [-76.4822053897875, 44.238703940095526]}";44.2387039401,-76.4822053898
4707;800 EDGAR ST;Retirement Residence;TRILLIUM RIDGE RETIREMENT CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.55193297371405, 44.250421644601616]}";44.2504216446,-76.5519329737
4601;85 MACCAULEY ST;Community Centre;RIDEAU HEIGHTS COMMUNITY CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.482649028192, 44.26529597726193]}";44.2652959773,-76.4826490282
4604;1130 MONTREAL ST;Playground;1130 MONTREAL ST PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.47997117713247, 44.26411179479884]}";44.2641117948,-76.4799711771
4643;346 COLLEGE ST;Playground;COMPTON PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.51111390700505, 44.234843939177445]}";44.2348439392,-76.511113907
4657;1036 PRINCESS ST;Health Centre;MAPLE FAMILY HEALTH TEAM INC;"{""type"": ""Point"", ""coordinates"": [-76.51569806203814, 44.24212807646535]}";44.2421280765,-76.515698062
4659;105 SUTHERLAND DR;Health Centre;CDK FAMILY MEDICINE & WALK-IN CLINIC;"{""type"": ""Point"", ""coordinates"": [-76.48011399678087, 44.26903140315836]}";44.2690314032,-76.4801139968
4662;235 GORE RD;Health Centre;RIDEAU FAMILY MEDICAL CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.45594694540117, 44.258137852713105]}";44.2581378527,-76.4559469454
4664;125 LAKEVIEW AVE;Health Centre;REDDENDALE FAMILY HEALTH CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.57187652587133, 44.218504957479716]}";44.2185049575,-76.5718765259
4623;DALTON AV;Trail Access & Parking;DIVISION ST/WELLER AV ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.49869238257581, 44.262334643981916]}";44.262334644,-76.4986923826
4625;Grenville Cr;Park;MARSHLANDS CONSERVATION AREA TRAILS (SOUTH);"{""type"": ""Point"", ""coordinates"": [-76.54049844087531, 44.233983200269265]}";44.2339832003,-76.5404984409
4632;615 MANDARA CT;Basketbal Court;WESTBROOK MEADOWS PARK BASKETBALL;"{""type"": ""Point"", ""coordinates"": [-76.62724108668277, 44.27232982577942]}";44.2723298258,-76.6272410867
4670;817 MONTREAL ST;Community Service;INDEPENDENT LIVING CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.48783896861633, 44.24586199390935]}";44.2458619939,-76.4878389686
4683;85 GROSVENOR CRT;Community Service;ONGWANADA BALSAM GROVE CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.53297569149714, 44.24744943847182]}";44.2474494385,-76.5329756915
970;1920 MAYVIEW DR;Park;MAYVIEW PARK;"{""type"": ""Point"", ""coordinates"": [-76.55384705337126, 44.300451467191905]}";44.3004514672,-76.5538470534
1011;2903 JOYCEVILLE RD;Park;JOYCEVILLE P.S. (PLAYGROUND);"{""type"": ""Point"", ""coordinates"": [-76.33469673268759, 44.358811910718714]}";44.3588119107,-76.3346967327
1047;331 CAVENDISH CRES;Park;EMERALD PARK;"{""type"": ""Point"", ""coordinates"": [-76.55955764759784, 44.26222380090678]}";44.2622238009,-76.5595576476
1073;219 GREEN BAY RD;Parkette;BARRIEFIELD PARKETTE;"{""type"": ""Point"", ""coordinates"": [-76.46490029459578, 44.24018672539457]}";44.2401867254,-76.4649002946
1082;200 KING ST;Park;BREAKWATER PARK;"{""type"": ""Point"", ""coordinates"": [-76.49939939882735, 44.22232810607301]}";44.2223281061,-76.4993993988
1114;98 DALGLEISH AVE;Parkette;RIVERWALK PARKETTE;"{""type"": ""Point"", ""coordinates"": [-76.44980873376116, 44.262050468942284]}";44.2620504689,-76.4498087338
1128;241 SMUGGLER'S COVE DR;Park;SMUGGLER'S COVE PARK;"{""type"": ""Point"", ""coordinates"": [-76.58897578878172, 44.21816640979699]}";44.2181664098,-76.5889757888
2327;53 YONGE ST;Park;ANNE MILINA PARK;"{""type"": ""Point"", ""coordinates"": [-76.51450396667826, 44.217367257754006]}";44.2173672578,-76.5145039667
138;39 CRERAR BLVD;Playground;CRERAR PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.56765115453774, 44.213119464314424]}";44.2131194643,-76.5676511545
154;423 ELLIOTT AVE;Playground;KEN MATTHEWS PARK PLAYGROUND 1;"{""type"": ""Point"", ""coordinates"": [-76.49973264021588, 44.25683230260013]}";44.2568323026,-76.4997326402
168;19 BUCKINGHAM CRT;Playground;BUCKINGHAM PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.44995256517596, 44.25939171730277]}";44.2593917173,-76.4499525652
1040;1200 SPINNAKER PL;Park;ENGLISH LANDING PARK;"{""type"": ""Point"", ""coordinates"": [-76.3199083745819, 44.28573889158855]}";44.2857388916,-76.3199083746
56;692 BAGOT ST;Monument;MEGAFFIN MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.48714413970907, 44.24303915941151]}";44.2430391594,-76.4871441397
245;388 MACK ST;Playground;ELDER PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.51238319978427, 44.23364177046503]}";44.2336417705,-76.5123831998
248;1212 WOODBINE RD;Playground;KINGSTON CHRISTIAN SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.60664796971311, 44.25827125241253]}";44.2582712524,-76.6066479697
255;48 SEVENTH AVE;Playground;ST. PETER ELEMENTARY SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.50057851522148, 44.24706598061462]}";44.2470659806,-76.5005785152
2813;1214 TRAILHEAD PL;Trailhead & Parking;RIDEAU TRAIL SOUTH TRAILHEAD - KING ST W;"{""type"": ""Point"", ""coordinates"": [-76.5377738187113, 44.22062559621824]}";44.2206255962,-76.5377738187
568;;Village;PETWORTH;"{""type"": ""Point"", ""coordinates"": [-76.76076016632479, 44.41687712049315]}";44.4168771205,-76.7607601663
570;;Village;GRETNA;"{""type"": ""Point"", ""coordinates"": [-76.98103645181658, 44.19389966879874]}";44.1938996688,-76.9810364518
633;;Village;HINCHINBROOKE;"{""type"": ""Point"", ""coordinates"": [-76.66936932700845, 44.58191700107813]}";44.5819170011,-76.669369327
637;;Village;HINCH;"{""type"": ""Point"", ""coordinates"": [-76.93979150991072, 44.36526547582751]}";44.3652654758,-76.9397915099
645;;Village;LELAND;"{""type"": ""Point"", ""coordinates"": [-76.43833380831563, 44.45246007304551]}";44.452460073,-76.4383338083
623;;Village;BARRIEFIELD;"{""type"": ""Point"", ""coordinates"": [-76.46331524214968, 44.24116670539265]}";44.2411667054,-76.4633152421
688;;Village;MABERLY;"{""type"": ""Point"", ""coordinates"": [-76.54201330561914, 44.83703298218877]}";44.8370329822,-76.5420133056
743;945 GARDINERS RD;Bus Transfer Station;CATARAQUI CENTRE TRANSFER POINT;"{""type"": ""Point"", ""coordinates"": [-76.57262419459035, 44.255059879235375]}";44.2550598792,-76.5726241946
1505;53 YONGE ST;Marina;PORTSMOUTH OLYMPIC HARBOUR (MARINA);"{""type"": ""Point"", ""coordinates"": [-76.51710081447465, 44.21830935717763]}";44.2183093572,-76.5171008145
399;1 THE TRAGICALLY HIP WAY;Entertainment Facility;LEON'S CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.47994525763683, 44.23340831971608]}";44.2334083197,-76.4799452576
937;216 ONTARIO ST;Gallery;KINGSTON CITY HALL (GALLERY);"{""type"": ""Point"", ""coordinates"": [-76.4805789357117, 44.22979003545775]}";44.2297900355,-76.4805789357
2207;1020 LANCASTER DR;Multi-Use Court;LANCASTER PS MULTI USE COURT;"{""type"": ""Point"", ""coordinates"": [-76.59791071647292, 44.25529313150668]}";44.2552931315,-76.5979107165
4716;51 VIRGINIA ST;Playground;ECOLE REMI-GAULIN PLAYGROUND 3;"{""type"": ""Point"", ""coordinates"": [-76.48591638263582, 44.26936807342582]}";44.2693680734,-76.4859163826
4726;210 WILSON ST;Playground;210 WILSON ST PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.48728254237965, 44.263776745191656]}";44.2637767452,-76.4872825424
817;355 WATERLOO DR;Education Facility;ST. MARGUERITE BOURGEOYS CATHOLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.5523890164455, 44.25331979562065]}";44.2533197956,-76.5523890164
835;370 KINGSTON MILLS RD;Education Facility;HOLY NAME CATHOLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.42417681397573, 44.30067759885984]}";44.3006775989,-76.424176814
449;412 RIDEAU ST;Soccer Field;KATINGS SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.4853864460468, 44.24424159855449]}";44.2442415986,-76.485386446
490;2903 JOYCEVILLE RD;Soccer Field;JOYCEVILLE PUBLIC SCHOOL SOCCER FIELD 2;"{""type"": ""Point"", ""coordinates"": [-76.3343033541781, 44.35852831064837]}";44.3585283106,-76.3343033542
545;245 ELMWOOD ST;Soccer Field;ELMWOOD PARK SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.52457864314096, 44.24213084276968]}";44.2421308428,-76.5245786431
995;370 KING ST;Gallery;THE TETT CENTRE FOR CREATIVITY AND LEARNING;"{""type"": ""Point"", ""coordinates"": [-76.50597873311435, 44.220727079515825]}";44.2207270795,-76.5059787331
322;41 GRENADIER DR;Baseball Field;GRENADIER PARK BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.4567181494138, 44.254916206344696]}";44.2549162063,-76.4567181494
338;550 ARAGON RD;Baseball Field;HEMLOCK DOWNS PARK BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.46169230903925, 44.306953818239066]}";44.3069538182,-76.461692309
496;2252 BATTERSEA RD;Soccer Field;GLENBURNIE PUBLIC SCHOOL SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.46080188662948, 44.32008147568278]}";44.3200814757,-76.4608018866
1709;160 STUART ST;Queen's University;FILM & MEDIA;"{""type"": ""Point"", ""coordinates"": [-76.49642818527919, 44.223741968699635]}";44.2237419687,-76.4964281853
3524;190 UNIVERSITY AV;Queen's University;QUEEN'S JOURNAL;"{""type"": ""Point"", ""coordinates"": [-76.4959007214051, 44.229546121103695]}";44.2295461211,-76.4959007214
3226;1187 PRINCESS ST;;PEACH TREE INN;"{""type"": ""Point"", ""coordinates"": [-76.52166608256488, 44.246274979925346]}";44.2462749799,-76.5216660826
4597;900 HENDERSON BV;Park and Ride;JIM BEATTIE PARK & RIDE;"{""type"": ""Point"", ""coordinates"": [-76.58201330515686, 44.228099687867996]}";44.2280996879,-76.5820133052
3292;860 NORWAY RD;Playground;NORWEST PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.57702849406583, 44.257407450547866]}";44.2574074505,-76.5770284941
169;20 CRANBROOK ST;Playground;OUR LADY OF LOURDES ELEMENTARY SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.56994595192795, 44.220177220742094]}";44.2201772207,-76.5699459519
1509;271 BROCK ST;Fire Station;FIRE STATION 4;"{""type"": ""Point"", ""coordinates"": [-76.48982194713315, 44.2320670908353]}";44.2320670908,-76.4898219471
1083;423 ELLIOTT AVE;Park;KEN MATTHEWS PARK;"{""type"": ""Point"", ""coordinates"": [-76.50019578701544, 44.256805150094266]}";44.2568051501,-76.500195787
149;1388 WOODFIELD CRES;Playground;WESTBROOK PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.61870482565011, 44.2705342425561]}";44.2705342426,-76.6187048257
171;974 PEMBRIDGE CRES;Playground;ARCHBISHOP O'SULLIVAN CATHOLIC SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.58381489580097, 44.24895141333068]}";44.2489514133,-76.5838148958
204;693 AYLMER CR;Playground;LAWRENCE PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.61779186447917, 44.24442180465842]}";44.2444218047,-76.6177918645
4751;1810 Jade Ave;Playground;Jade Ave Park Playground;"{""type"": ""Point"", ""coordinates"": [-76.58097386906385, 44.277618478524154]}";44.2776184785,-76.5809738691
4742;153 ROBERT WALLACE DR;Play Area;POLSON PARK PUBLIC SCHOOL PLAY AREA;"{""type"": ""Point"", ""coordinates"": [-76.53057287750686, 44.23538677289021]}";44.2353867729,-76.5305728775
1719;18 STUART ST;Queen's University;BOTTEREL HALL;"{""type"": ""Point"", ""coordinates"": [-76.4914804868523, 44.22432451657458]}";44.2243245166,-76.4914804869
1514;260 PALACE RD;Fire Station;FIRE STATION 6;"{""type"": ""Point"", ""coordinates"": [-76.51396654491955, 44.23191025242614]}";44.2319102524,-76.5139665449
870;66 WRIGHT CRES;Place of Worship;SEVENTH-DAY ADVENTIST CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.51703809683487, 44.23835503085176]}";44.2383550309,-76.5170380968
898;2900 PRINCESS ST;Place of Worship;PILGRIM HOLINESS CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.589434003012, 44.2620563157043]}";44.2620563157,-76.589434003
918;72 SYDENHAM ST;Place of Worship;SYDENHAM STREET UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.48845554383782, 44.22997942086169]}";44.2299794209,-76.4884555438
3468;33 BENSON ST;;DAYS INN CONFERENCE CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.49632513767223, 44.26704550060669]}";44.2670455006,-76.4963251377
950;90 JOHNSON ST;Museum;ANGLICAN DIOCESE OF ONTARIO ARCHIVES;"{""type"": ""Point"", ""coordinates"": [-76.48377824046426, 44.229203601071156]}";44.2292036011,-76.4837782405
881;31 WELLER AVE;Place of Worship;ST. MATTHEW'S UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.48130902652409, 44.26285069898462]}";44.262850699,-76.4813090265
447;705 DIVISION ST;Police Station;KINGSTON POLICE HEADQUARTERS;"{""type"": ""Point"", ""coordinates"": [-76.49547618627479, 44.251265499334515]}";44.2512654993,-76.4954761863
869;130 WILEY ST;Place of Worship;HOLY FAMILY CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.49005582696, 44.261548275036766]}";44.261548275,-76.490055827
1511;171 RAILWAY ST;Fire Station;FIRE STATION 5;"{""type"": ""Point"", ""coordinates"": [-76.49429967222147, 44.24836154217385]}";44.2483615422,-76.4942996722
1765;9 ORCHARD ST;;CATARAQUI ROWING CLUB;"{""type"": ""Point"", ""coordinates"": [-76.48025680839874, 44.24301634609727]}";44.2430163461,-76.4802568084
1889;7 MONTREAL ST;Parking Lot;UPPER ROBERT BRUCE MEMORIAL LOT;"{""type"": ""Point"", ""coordinates"": [-76.485322590961, 44.23142489562165]}";44.2314248956,-76.485322591
923;130 CLERGY ST;Place of Worship;ST. ANDREW'S PRESBYTERIAN CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.48950095161189, 44.232937556082774]}";44.2329375561,-76.4895009516
3572;14 BILLY BISHOP RD;RMC;NBC TESTING BLDG;"{""type"": ""Point"", ""coordinates"": [-76.46856953103774, 44.234981558458564]}";44.2349815585,-76.468569531
2808;268 MAIN ST;Place of Worship;ST. MARK'S ANGLICAN CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.46146872415582, 44.24334373816651]}";44.2433437382,-76.4614687242
993;52 KENWOODS CIR;Park;LILLA BURKE PARK;"{""type"": ""Point"", ""coordinates"": [-76.46804390898603, 44.25601054909057]}";44.2560105491,-76.468043909
1700;12 ALBERT ST;Queen's University;MORRIS HALL;"{""type"": ""Point"", ""coordinates"": [-76.49987667816588, 44.223156905394646]}";44.2231569054,-76.4998766782
4552;2955 SAND HILL RD;Quarry Active;;"{""type"": ""Point"", ""coordinates"": [-76.303216317977, 44.382670896100386]}";44.3826708961,-76.303216318
911;472 BAGOT ST;Place of Worship;UKRAINIAN CATHOLIC PARISH;"{""type"": ""Point"", ""coordinates"": [-76.48415021949783, 44.23692076229649]}";44.2369207623,-76.4841502195
1748;58 QUEEN ST;Gallery;BLACK DOG POTTERY;"{""type"": ""Point"", ""coordinates"": [-76.48168925106637, 44.2321533452833]}";44.2321533453,-76.4816892511
847;388 ONTARIO ST;Historic Site;FORT CATARAQUI HISTORIC SITE;"{""type"": ""Point"", ""coordinates"": [-76.4790041276415, 44.2336673782808]}";44.2336673783,-76.4790041276
899;200 NORMAN ROGERS DR;Place of Worship;COOKE'S PORTSMOUTH UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.52316397282061, 44.23283406413416]}";44.2328340641,-76.5231639728
3588;200 HAMPTON GRAY GT;;RCAFA CLUB;"{""type"": ""Point"", ""coordinates"": [-76.59291787161723, 44.219582967622806]}";44.2195829676,-76.5929178716
4710;14 THERESA CRES;Swingset;JAMES NELSON PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.4987014339223, 44.25390793836951]}";44.2539079384,-76.4987014339
763;360 KINGSTON MILLS RD;Washroom;MEADOWCREST COMMUNITY CENTRE WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.42230847266838, 44.30084043320052]}";44.3008404332,-76.4223084727
4070;2312 PRINCESS ST;Education Facility;LAKESHORE SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.54871891799034, 44.25859126248243]}";44.2585912625,-76.548718918
422;1805 2 HWY;Basketball Court;MADOMA PARK BASKETBALL 2;"{""type"": ""Point"", ""coordinates"": [-76.37529151433125, 44.26479899553105]}";44.2647989955,-76.3752915143
4548;;Park;K&P TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.48906074404834, 44.25182185573168]}";44.2518218557,-76.489060744
4610;201 CONACHER DR;Playground;MARKERS ACRES PARK PLAYGROUND 1;"{""type"": ""Point"", ""coordinates"": [-76.48959906955201, 44.2667722061618]}";44.2667722062,-76.4895990696
3894;1992 JACKSON MILLS RD;Trail Access;RIDEAU TRAIL JACKSON MILLS RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.5599371158344, 44.29757820875379]}";44.2975782088,-76.5599371158
3903;3275 ORSER RD;Trail Access;RIDEAU TRAIL ORSER RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.61820020048735, 44.355498856561205]}";44.3554988566,-76.6182002005
3967;29 COLLINGWOOD ST;Cell Antenna;29 COLLINGWOOD ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.50081872515659, 44.223688587362616]}";44.2236885874,-76.5008187252
3970;53 PRINCESS ST;Cell Antenna;53 PRINCESS ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.48082478082317, 44.23137076723889]}";44.2313707672,-76.4808247808
3976;399 PRINCESS ST;Cell Antenna;399 PRINCESS ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49228158067079, 44.23350502208546]}";44.2335050221,-76.4922815807
3947;;Communication Tower;VIA RAIL CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.53492044710548, 44.25775897146935]}";44.2577589715,-76.5349204471
3988;910 GARDINERS RD;Cell Antenna;910 GARDINERS RD CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.56782918343768, 44.25609881271791]}";44.2560988127,-76.5678291834
4508;67 CLARENCE ST;Parking Lot;BWB PARKING LOT;"{""type"": ""Point"", ""coordinates"": [-76.48233139020032, 44.23015763368662]}";44.2301576337,-76.4823313902
1736;320 KING ST E;Gallery;HEATHER HYANES GALLERY;"{""type"": ""Point"", ""coordinates"": [-76.4816698159932, 44.2300988743993]}";44.2300988744,-76.481669816
1831;216 ONTARIO ST;Outdoor Rink;SPRINGER MARKET SQUARE SKATING RINK;"{""type"": ""Point"", ""coordinates"": [-76.481048875075, 44.2300785289073]}";44.2300785289,-76.4810488751
4595;750 FORTUNE CRES;Trail Access;CATARAQUI ESTATES BP TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.56538865082229, 44.27517160987886]}";44.2751716099,-76.5653886508
4606;671 BROCK ST;Parkette;NAPIER ST PARKETTE;"{""type"": ""Point"", ""coordinates"": [-76.506524453855, 44.233274638427126]}";44.2332746384,-76.5065244539
4727;70-100 COMPTON ST;;70-100 COMPTON ST PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.4903768557135, 44.26408861251269]}";44.2640886125,-76.4903768557
4731;48 SEVENTH AVE;Playground;ST. PETER ELEMENTARY SCHOOL PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.50027170732925, 44.246989974323604]}";44.2469899743,-76.5002717073
4620;1139 HWY 15;Park;GREENWOOD PARK LINEAR TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.45282420979308, 44.26704896446378]}";44.2670489645,-76.4528242098
874;4331 BATH RD;Place of Worship;ST. PETERS ANGLICAN CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.62885038266188, 44.22696622112877]}";44.2269662211,-76.6288503827
4558;3891 HWY 15;Quarry-Active;;"{""type"": ""Point"", ""coordinates"": [-76.34083756555295, 44.355520468145926]}";44.3555204681,-76.3408375656
4563;HAGGERTY'S SIDE RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.281191222539, 44.4063834837329]}";44.4063834837,-76.2811912225
4569;1088 UNITY RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.47384241634612, 44.32562397008165]}";44.3256239701,-76.4738424163
333;190 WELBORNE AVE;Playground;WELBORNE PUBLIC SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.57841865186072, 44.22239889267681]}";44.2223988927,-76.5784186519
2990;263 WELLER AVE;Health Centre;KINGSTON COMMUNITY HEALTH CARE;"{""type"": ""Point"", ""coordinates"": [-76.49140751853842, 44.262859158529146]}";44.2628591585,-76.4914075185
3868;920 KING ST W;Water Park;LAKE ONTARIO PARK WATER PARK;"{""type"": ""Point"", ""coordinates"": [-76.53069232161985, 44.21633302247037]}";44.2163330225,-76.5306923216
3697;3 GORE ST;Trail Access;WATERFRONT TRAIL GORE ST TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.48216425016241, 44.22554229915763]}";44.2255422992,-76.4821642502
1605;22 GENERAL CRERAR CRES;Tennis Court;ROYAL MILITARY COLLEGE OF CANADA TENNIS COURT;"{""type"": ""Point"", ""coordinates"": [-76.46763008607512, 44.23544721799596]}";44.235447218,-76.4676300861
1634;3513 BREWER'S MILLS RD;Tennis Court;JOHN BREWER PARK TENNIS COURT;"{""type"": ""Point"", ""coordinates"": [-76.28088282113644, 44.410686749706436]}";44.4106867497,-76.2808828211
1640;140 RIDEAU ST;Tennis Court;RIVERVIEW PARK TENNIS COURT 2;"{""type"": ""Point"", ""coordinates"": [-76.48308363418938, 44.237452999423105]}";44.2374529994,-76.4830836342
3705;COMMODORES COVE;Trail Access;WATERFRONT TRAIL COMMODORES COVE TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.5407336781383, 44.219978269272154]}";44.2199782693,-76.5407336781
2418;920  KING ST;Beach;LAKE ONTARIO PARK  BEACH;"{""type"": ""Point"", ""coordinates"": [-76.5319856015295, 44.215932290859044]}";44.2159322909,-76.5319856015
58;211ONTARIO ST;Monument;CONFEDERATION PARK (ROYAL REGEMENT OF NEW YORK) PLAQUE;"{""type"": ""Point"", ""coordinates"": [-76.48021219851987, 44.22954699059031]}";44.2295469906,-76.4802121985
1962;225 ONTARIO ST;Drink Fountain;IRISH FOUNTAIN;"{""type"": ""Point"", ""coordinates"": [-76.48021415474302, 44.22948257354434]}";44.2294825735,-76.4802141547
1683;75 BADER LANE;Queen's University;VICTORIA HALL;"{""type"": ""Point"", ""coordinates"": [-76.49864171933653, 44.22551711904774]}";44.225517119,-76.4986417193
2409;20 GENERAL CRERAR CRES;Marina;RMC MARINA;"{""type"": ""Point"", ""coordinates"": [-76.46606675799879, 44.229160354760914]}";44.2291603548,-76.466066758
3010;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.50656489052234, 44.24473045057271]}";44.2447304506,-76.5065648905
