POI_ID;ADDRESS;"﻿""DESCRIPTION""";NAME;GeoJSON;geo_point_2d
72;23 ONTARIO ST;Monument;PHOEBE STEAM MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.48433572428748, 44.22406077495906]}";44.224060775,-76.4843357243
6;961 KING ST W;Driving Range;CATARAQUI GOLF & COUNTRY CLUB (DRIVING RANGE);"{""type"": ""Point"", ""coordinates"": [-76.53140236477104, 44.22121391813754]}";44.2212139181,-76.5314023648
2879;863 PRINCESS ST SUITE 301;Radio Station;K-ROCK 105.7 FM;"{""type"": ""Point"", ""coordinates"": [-76.5096911079113, 44.240694933505345]}";44.2406949335,-76.5096911079
2416;;Village;CODES CORNERS;"{""type"": ""Point"", ""coordinates"": [-76.42014957518946, 44.3001723018524]}";44.3001723019,-76.4201495752
60;39 PARK CR;Monument;CRERAR PARK GRAVESTONES;"{""type"": ""Point"", ""coordinates"": [-76.56732006862568, 44.2136104255094]}";44.2136104255,-76.5673200686
74;23 ONTARIO ST;Monument;STEAM MUSEUM MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.48439142435544, 44.22401938329171]}";44.2240193833,-76.4843914244
1106;975 OLD COLONY RD;Park;OLD COLONY PARK;"{""type"": ""Point"", ""coordinates"": [-76.58334727931555, 44.25341274585729]}";44.2534127459,-76.5833472793
292;225 ONTARIO ST;Fountain;CONFEDERATION FOUNTAIN;"{""type"": ""Point"", ""coordinates"": [-76.47974405440002, 44.22954574908647]}";44.2295457491,-76.4797440544
1745;101 UNION ST;Gallery;UNION GALLERY;"{""type"": ""Point"", ""coordinates"": [-76.49622605698934, 44.22817583780899]}";44.2281758378,-76.496226057
1750;189 SYDENHAM ST;Gallery;THE GALLERY CAFE;"{""type"": ""Point"", ""coordinates"": [-76.48688798719533, 44.23293082317831]}";44.2329308232,-76.4868879872
1751;130 JOHNSON ST;Gallery;WILSON ROOM - KINGSTON CENTRAL LIBRARY;"{""type"": ""Point"", ""coordinates"": [-76.4849669842174, 44.22978753375285]}";44.2297875338,-76.4849669842
3470;11 BENSON ST;;HOLIDAY INN EXPRESS;"{""type"": ""Point"", ""coordinates"": [-76.49721104294386, 44.26679642794395]}";44.2667964279,-76.4972110429
3560;16 BATH RD;Settlement Services;LINC;"{""type"": ""Point"", ""coordinates"": [-76.512417243713, 44.24059425688666]}";44.2405942569,-76.5124172437
215;955 HUDSON DR;Playground;HUDSON PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.58457816015644, 44.24441516078878]}";44.2444151608,-76.5845781602
413;346 COLLEGE ST;Basketball Court;COMPTON PARK BASKETBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.5106709659775, 44.23470697716659]}";44.2347069772,-76.510670966
3481;2331 PRINCESS ST;;SEVEN OAKS MOTEL;"{""type"": ""Point"", ""coordinates"": [-76.55100486691325, 44.25742731981924]}";44.2574273198,-76.5510048669
3479;2404 PRINCESS ST;;EMBASSY MOTEL;"{""type"": ""Point"", ""coordinates"": [-76.55740422854244, 44.25877661018604]}";44.2587766102,-76.5574042285
1836;805 CATARAQUI WOODS DR;Outdoor Rink;CATARAQUI WOODS PARK OUTDOOR RINK;"{""type"": ""Point"", ""coordinates"": [-76.58055251586926, 44.26501360311801]}";44.2650136031,-76.5805525159
1508;1485 UNITY RD;Fire Station;FIRE STATION 8;"{""type"": ""Point"", ""coordinates"": [-76.50204084389124, 44.319778086625426]}";44.3197780866,-76.5020408439
3001;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.52321832811826, 44.224094800511246]}";44.2240948005,-76.5232183281
1715;48 UNIVERSITY AVE;Queen's University;JEFFERY HALL;"{""type"": ""Point"", ""coordinates"": [-76.49612757941924, 44.22594399917132]}";44.2259439992,-76.4961275794
910;716 KING ST;Place of Worship;KINGDOM SEED FELLOWSHIP;"{""type"": ""Point"", ""coordinates"": [-76.52097304004721, 44.22049421970846]}";44.2204942197,-76.52097304
1046;53 YONGE ST;Park;PORTSMOUTH OLYMPIC HARBOUR (PARK);"{""type"": ""Point"", ""coordinates"": [-76.51730622275493, 44.219335501429576]}";44.2193355014,-76.5173062228
4530;56 FRANCIS ST;Pickleball Court;KSAC PICKLEBALL COURTS;"{""type"": ""Point"", ""coordinates"": [-76.52229224848496, 44.22397068290436]}";44.2239706829,-76.5222922485
2102;33 BAGOT ST;Splash Pad;CITY PARK SPLASH PAD;"{""type"": ""Point"", ""coordinates"": [-76.48812266959354, 44.22525008130515]}";44.2252500813,-76.4881226696
2345;HWY 15/ROSE ABBEY DR;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.45131461592999, 44.26855096548839]}";44.2685509655,-76.4513146159
3543;76 STUART ST;Queen's University;WATKINS WING;"{""type"": ""Point"", ""coordinates"": [-76.49261171228196, 44.224330886674274]}";44.2243308867,-76.4926117123
3526;183 UNIVERSITY AV;Queen's University;ASUS;"{""type"": ""Point"", ""coordinates"": [-76.49532995998504, 44.229312530277596]}";44.2293125303,-76.49532996
1690;68 UNIVERSITY AVE;Queen's University;MACKINTOSH-CORRY HALL;"{""type"": ""Point"", ""coordinates"": [-76.49691667823521, 44.22687815389007]}";44.2268781539,-76.4969166782
1691;74 UNION ST;Queen's University;GORDON HALL;"{""type"": ""Point"", ""coordinates"": [-76.49445834657034, 44.22749645682134]}";44.2274964568,-76.4944583466
1692;87 UNION ST;Queen's University;JOHN DEUTSCH UNIVERSITY CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.49499885386894, 44.228478745661505]}";44.2284787457,-76.4949988539
1693;50A ARCH ST;Queen's University;KATHLEEN RYAN HALL;"{""type"": ""Point"", ""coordinates"": [-76.4924275840155, 44.22662057657593]}";44.2266205766,-76.492427584
3505;200 NORMAN ROGERS DR;Community Garden;CALVIN PARK COMMUNITY GARDEN;"{""type"": ""Point"", ""coordinates"": [-76.52373859693238, 44.23309421567983]}";44.2330942157,-76.5237385969
3222;;Lock;UPPER BREWER'S MILLS LOCKS;"{""type"": ""Point"", ""coordinates"": [-76.31327522508683, 44.41245556424002]}";44.4124555642,-76.3132752251
1911;256 QUEEN ST;Parking Lot;MCKEE MEMORIAL LOT;"{""type"": ""Point"", ""coordinates"": [-76.48998179117343, 44.23337285786773]}";44.2333728579,-76.4899817912
3235;;;CFB KINGSTON WATER TOWER;"{""type"": ""Point"", ""coordinates"": [-76.44131417361866, 44.24321340335278]}";44.2432134034,-76.4413141736
558;145 KIRKPATRICK ST;Soccer Field - Mini;QUEEN ELIZABETH COLLEGIATE AND VOCATIONAL INSTITUTE MINI SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.49995720592388, 44.25422409727809]}";44.2542240973,-76.4999572059
2948;469 MONTREAL ST;Court House;PROVINCIAL COURT HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.48703410978959, 44.245001704201066]}";44.2450017042,-76.4870341098
2970;31 HYPERION CT;Government Centre;REVENUE CANADA;"{""type"": ""Point"", ""coordinates"": [-76.50862611175852, 44.25881385312289]}";44.2588138531,-76.5086261118
2973;1211 JOHN COUNTER BV;Municipal Government Facility;JCB BUILDING;"{""type"": ""Point"", ""coordinates"": [-76.50858727645033, 44.25989193502332]}";44.259891935,-76.5085872765
3540;76 STUART ST;Queen's University;DOUGLAS WING;"{""type"": ""Point"", ""coordinates"": [-76.49343687014458, 44.22396374319154]}";44.2239637432,-76.4934368701
3210;390 KING ST;Theatre;ISABEL BADER CENTRE FOR PERFORMING ARTS THEATRE;"{""type"": ""Point"", ""coordinates"": [-76.50651379236702, 44.220360747415185]}";44.2203607474,-76.5065137924
3982;523 PORTSMOUTH AV;Cell Antenna;523 PORTSMOUTH AV CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.5278342613423, 44.23903109977633]}";44.2390310998,-76.5278342613
3986;485 CANATARA CT;Cell Antenna;485 CANATARA CT CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.57972994406418, 44.23590326762919]}";44.2359032676,-76.5797299441
890;3526 PRINCESS ST;Place of Worship;WESTBROOK UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.62621729142228, 44.26615958740939]}";44.2661595874,-76.6262172914
884;116 CENTRE ST;Place of Worship;BETH ISRAEL CONGREGATION;"{""type"": ""Point"", ""coordinates"": [-76.50523368274615, 44.225347217263064]}";44.2253472173,-76.5052336827
893;2245 BATTERSEA RD;Place of Worship;CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS;"{""type"": ""Point"", ""coordinates"": [-76.46332039209918, 44.320966545507716]}";44.3209665455,-76.4633203921
3484;275 SYDENHAM ST;Long Term Care;PROVIDENCE MANOR HISTORIC SITE;"{""type"": ""Point"", ""coordinates"": [-76.48591058809822, 44.235261597488325]}";44.2352615975,-76.4859105881
902;326 ALFRED ST;Place of Worship;KINGSTON CITADEL;"{""type"": ""Point"", ""coordinates"": [-76.4978883605234, 44.23479861025028]}";44.2347986103,-76.4978883605
905;310 KINGSCOURT AVE;Place of Worship;FIRST CHRISTIAN REFORMED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.5026785977776, 44.25202450725321]}";44.2520245073,-76.5026785978
927;2647 38 HWY;Place of Worship;KINGSTON CHRISTIAN FELLOWSHIP CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.61439591048149, 44.31496503707072]}";44.3149650371,-76.6143959105
858;214 CONCESSION ST;Place of Worship;KINGSTON UNITARIAN FELLOWSHIP;"{""type"": ""Point"", ""coordinates"": [-76.50492218919662, 44.24105893195981]}";44.241058932,-76.5049221892
860;89 KIRKPATRICK ST;Place of Worship;CHURCH OF THE REDEEMER;"{""type"": ""Point"", ""coordinates"": [-76.4988440896949, 44.25363380587103]}";44.2536338059,-76.4988440897
1505;53 YONGE ST;Museum;MARINE MUSEUM OF THE GREAT LAKES;"{""type"": ""Point"", ""coordinates"": [-76.51761361984794, 44.21866851383643]}";44.2186685138,-76.5176136198
3469;103 DALTON AV;;COURTYARD MARRIOTT;"{""type"": ""Point"", ""coordinates"": [-76.50381652674969, 44.26650635898126]}";44.266506359,-76.5038165267
872;820 ROWANTREE CRES;Place of Worship;THE NEW APOSTOLIC CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.588985105366, 44.25307037144067]}";44.2530703714,-76.5889851054
3747;752 KING ST W;Hospital;FORMER KINGSTON PSYCHIATRIC HOSPITAL;"{""type"": ""Point"", ""coordinates"": [-76.522910163621, 44.215804754291945]}";44.2158047543,-76.5229101636
4580;510 FREEMAN CRES;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.44962621622592, 44.26925902524917]}";44.2692590252,-76.4496262162
2667;440 KING ST;Grant House;GRANT HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.50680400017099, 44.22093658989115]}";44.2209365899,-76.5068040002
4584;637 FIELDSTONE DR;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.4425646602705, 44.26625636177956]}";44.2662563618,-76.4425646603
4585;579 FIELDSTONE DR;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.44261784639787, 44.264166289782494]}";44.2641662898,-76.4426178464
3573;817 DIVISION ST;FACSFLA;FAMILY & CHILDREN'S SERVICES OF FRONTENAC,LENNOX & ADDINGTON;"{""type"": ""Point"", ""coordinates"": [-76.49605286787056, 44.2540988836838]}";44.2540988837,-76.4960528679
3203;760 HWY 15;Settlement Services;ACFOMI;"{""type"": ""Point"", ""coordinates"": [-76.46124124007096, 44.25283202488642]}";44.2528320249,-76.4612412401
2328;1170 HALIFAX DR;Playground;HALIFAX DR PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.55732950915993, 44.26664250237362]}";44.2666425024,-76.5573295092
349;1410 SPROULE ST;Soccer Field;HOLSGROVE PUBLIC SCHOOL SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.62016507258603, 44.26929152824906]}";44.2692915282,-76.6201650726
3528;701 DIVISION ST;;MUNICIPAL OPERATION CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.49493177830787, 44.24930299079285]}";44.2493029908,-76.4949317783
509;1180 WOODBINE RD;Soccer Field;WOODBINE PARK SOCCER FIELD 5;"{""type"": ""Point"", ""coordinates"": [-76.6055995844744, 44.26146240574745]}";44.2614624057,-76.6055995845
513;1180 WOODBINE RD;Soccer Field;WOODBINE PARK MINI SOCCER FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.60132718470157, 44.26137077626887]}";44.2613707763,-76.6013271847
461;1180 WOODBINE RD;Soccer Field;WOODBINE PARK SOCCER FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.6018452846708, 44.259529770227815]}";44.2595297702,-76.6018452847
241;1280 COVERDALE DR;Playground;ROTARY PARK PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.60567676961793, 44.237734861341025]}";44.2377348613,-76.6056767696
428;1805 2 HWY;Basketball Court;MADOMA PARK BASKETBALL 1;"{""type"": ""Point"", ""coordinates"": [-76.3750871380455, 44.264587191671325]}";44.2645871917,-76.375087138
422;1805 2 HWY;Playground;MADOMA PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.37566091728529, 44.26495204738985]}";44.2649520474,-76.3756609173
268;15 ASSORO CRES;Playground;ASSORO PARK (CFB) PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.45826422972901, 44.23922428189083]}";44.2392242819,-76.4582642297
3758;263 WELLER AVE;Basketball Court;KCHC PARKETTE BASKETBALL;"{""type"": ""Point"", ""coordinates"": [-76.49119765175917, 44.26224642156407]}";44.2622464216,-76.4911976518
3757;263 WELLER AVE;Parkette;KCHC PARKETTE;"{""type"": ""Point"", ""coordinates"": [-76.4911286253226, 44.26223267040429]}";44.2622326704,-76.4911286253
3895;1992 JACKSON MILLS RD;Trail Access;K&P JACKSON MILLS RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.55992723975488, 44.297499891930904]}";44.2974998919,-76.5599272398
4512;83 STADIUM LN;Parking Lot;QUEEN'S RICHARDSON STADIUM PARKING LOT;"{""type"": ""Point"", ""coordinates"": [-76.51476802381643, 44.22766212602953]}";44.227662126,-76.5147680238
11;1485 WESTBROOK RD;Driving Range;KINGSTON 1000 ISLANDS INDOOR DRIVING RANGE;"{""type"": ""Point"", ""coordinates"": [-76.6298535210123, 44.28081434576805]}";44.2808143458,-76.629853521
1788;1180 WOODBINE RD;Beach Volleyball Court;WOODBINE PARK BEACH VOLLEYBALL 1;"{""type"": ""Point"", ""coordinates"": [-76.6021215329255, 44.25892563439762]}";44.2589256344,-76.6021215329
1789;1180 WOODBINE RD;Beach Volleyball Court;WOODBINE PARK BEACH VOLLEYBALL 3;"{""type"": ""Point"", ""coordinates"": [-76.60201611568736, 44.25892841052343]}";44.2589284105,-76.6020161157
157;237 GLEN CASTLE RD;Playground;WELBORNE PARK SWING SET 1;"{""type"": ""Point"", ""coordinates"": [-76.57935932375537, 44.22319421269169]}";44.2231942127,-76.5793593238
2668;1350 GARDINERS RD;Running Track;CARACO OUTDOOR ATHLETIC PARK-RUNNING TRACK;"{""type"": ""Point"", ""coordinates"": [-76.5670286839815, 44.275810318247586]}";44.2758103182,-76.567028684
185;920 KING ST;Playground;LAKE ONTARIO PARK PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.5309165324242, 44.218837086747435]}";44.2188370867,-76.5309165324
2848;377 WELLINGTON ST;Trail Access & Parking;WATERFRONT TRAIL TRAILHEAD - WELLINGTON ST;"{""type"": ""Point"", ""coordinates"": [-76.48082774285902, 44.237686233138795]}";44.2376862331,-76.4808277429
3694;KING AT L. UNIVERSITY AV;Trail Access;WATERFRONT TRAIL KING ST TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.49543973267906, 44.22281216169519]}";44.2228121617,-76.4954397327
3704;2 EMILY ST;Trail Access & Parking;WATERFRONT TRAIL EMILY ST TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.48869417489519, 44.22243406326702]}";44.2224340633,-76.4886941749
1486;807 LASALLE BV;Beach;RAVENSVIEW PARK BEACH;"{""type"": ""Point"", ""coordinates"": [-76.4261895279928, 44.2379277042924]}";44.2379277043,-76.426189528
1492;5 RUDD AV;Beach;ESPLANADE PARK BEACH;"{""type"": ""Point"", ""coordinates"": [-76.37962729334805, 44.25931999983954]}";44.2593199998,-76.3796272933
3908;11 NAVY WY;Swimming Pool;KMCSC POOL;"{""type"": ""Point"", ""coordinates"": [-76.46894455025803, 44.23681499618271]}";44.2368149962,-76.4689445503
4534;21 COLLINGWOOD ST;Beach Volleyball Court;QUEEN'S BEACH VOLLEYBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.50074386219241, 44.222709311646256]}";44.2227093116,-76.5007438622
3932;;Monument;BATEAU CHANNEL BEACON;"{""type"": ""Point"", ""coordinates"": [-76.27552543630632, 44.3024207732744]}";44.3024207733,-76.2755254363
114;211ONTARIO ST;Monument;CONFEDERATION FOUNTIAN PLAQUE;"{""type"": ""Point"", ""coordinates"": [-76.47986300307669, 44.22958239529727]}";44.2295823953,-76.4798630031
123;225 ONTARIO ST;Monument;LOCOMOTIVE MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.48014013635186, 44.22914760158795]}";44.2291476016,-76.4801401364
3204;216 ONTARIO ST;Washroom;TOURIST INFORMATION CENTRE WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.48015855862829, 44.22930275298136]}";44.229302753,-76.4801585586
2850;ORSER RD;Trailhead & Parking;K&P NORTH TRAILHEAD - ORSER RD;"{""type"": ""Point"", ""coordinates"": [-76.62107131246295, 44.35476564390082]}";44.3547656439,-76.6210713125
3190;4076 HWY 2 E;Communication Tower;4076 HWY 2 E CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.25606840776891, 44.31542085107133]}";44.3154208511,-76.2560684078
447;705 DIVISION ST;Communication Tower;KINGSTON POLICE HEADQUARTERS CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.49544851664763, 44.25113180476448]}";44.2511318048,-76.4954485166
3930;;Communication Tower;JOYCEVILLE RD 401 CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.32742342848593, 44.322041764045686]}";44.322041764,-76.3274234285
3948;766 MAPLE ST;Cell Antenna;766 MAPLE ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.48648927091025, 44.256657948088765]}";44.2566579481,-76.4864892709
3952;725 HWY 15;Cell Antenna;725 HWY 15 CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.45861390068859, 44.25182848841602]}";44.2518284884,-76.4586139007
3933;;Communication Tower;BREWERS MILLS CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.29288874851777, 44.41936581251121]}";44.4193658125,-76.2928887485
3935;;Communication Tower;UNITY RD CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.5311860570028, 44.315531232433436]}";44.3155312324,-76.531186057
3936;;Communication Tower;BUR BROOK RD CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.57847024281888, 44.299878675963946]}";44.299878676,-76.5784702428
3958;142 UNION ST;Cell Antenna;142 UNION ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49795063531927, 44.22750943659669]}";44.2275094366,-76.4979506353
3943;;Communication Tower;SMITH RD CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.6311573879328, 44.28815907141141]}";44.2881590714,-76.6311573879
3963;67 UNIVERSITY AV;Cell Antenna;67 UNIVERSITY AV CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49482038537569, 44.22633792782182]}";44.2263379278,-76.4948203854
3975;322 BROCK ST;Cell Antenna;322 BROCK ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49175437258833, 44.231831490031404]}";44.23183149,-76.4917543726
1826;2400 PERTH RD;Outdoor Rink;SHANNON'S CORNERS PARK OUTDOOR RINK;"{""type"": ""Point"", ""coordinates"": [-76.50211392074111, 44.31830792439346]}";44.3183079244,-76.5021139207
2898;900 MONTREAL ST;Community Service;BETTER BEGINNINGS;"{""type"": ""Point"", ""coordinates"": [-76.4837040590132, 44.256668763824045]}";44.2566687638,-76.483704059
1775;773 15 HWY;Running Track;LA SALLE SECONDARY SCHOOL TRACK;"{""type"": ""Point"", ""coordinates"": [-76.45669195047925, 44.253442722444476]}";44.2534427224,-76.4566919505
193;2400 PERTH RD;Playground;SHANNONS CORNERS PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.50159327082295, 44.31812240392817]}";44.3181224039,-76.5015932708
498;535 UNION ST;Soccer Field;QUEEN'S UNIVERSITY - WEST CAMPUS SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.51578544983536, 44.22593316087312]}";44.2259331609,-76.5157854498
550;535 UNION ST;Soccer Field;QUEEN'S UNIVERSITY - WEST CAMPUS SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.51590860532183, 44.2297411807713]}";44.2297411808,-76.5159086053
832;48 SEVENTH AVE;Education Facility;ST. PETER CATHOLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.50042612850568, 44.24726017672943]}";44.2472601767,-76.5004261285
841;72 GILMOUR AVE;Education Facility;ECOLE SECONDAIRE PUBLIQUE MILLE-ILES;"{""type"": ""Point"", ""coordinates"": [-76.52103082423669, 44.237793117303525]}";44.2377931173,-76.5210308242
842;1059 TAYLOR-KIDD BLVD;Education Facility;BAYRIDGE SECONDARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.59675246997274, 44.25050013333298]}";44.2505001333,-76.59675247
3575;284 WALSH RD;Education Facility;PERTH RD PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.48354816236731, 44.43300026334686]}";44.4330002633,-76.4835481624
2909;10 NORTH ST;Education Facility;ODDESSA PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.7256151919221, 44.27772337804397]}";44.277723378,-76.7256151919
4088;1469 PRINCESS ST;Education Facility;ACADEMY OF LEARNING COLLEGE;"{""type"": ""Point"", ""coordinates"": [-76.53333533669664, 44.25212136601875]}";44.252121366,-76.5333353367
514;72 GILMOUR AVE;Soccer Field;ECOLE SECONDAIRE PUBLIQUE MILLE-ILES SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.52217863245195, 44.237389101657364]}";44.2373891017,-76.5221786325
2812;947 HWY 2;Municipal Wastewater Treatment Plant;RAVENSVIEW WASTEWATER TREATMENT PLANT;"{""type"": ""Point"", ""coordinates"": [-76.41972849507869, 44.241374413506314]}";44.2413744135,-76.4197284951
1502;4000 BATH RD;Marina;GEORGE'S MARINA;"{""type"": ""Point"", ""coordinates"": [-76.60100597319115, 44.2408373460784]}";44.2408373461,-76.6010059732
3530;76 STUART ST;Queen's University;DAVIES WING;"{""type"": ""Point"", ""coordinates"": [-76.49429639183593, 44.2236590296661]}";44.2236590297,-76.4942963918
4108;3845 UNITY RD;Solar Farm;3845 SOLAR FARM;"{""type"": ""Point"", ""coordinates"": [-76.64904870709202, 44.31315354360266]}";44.3131535436,-76.6490487071
4109;3606 DRAKE RD;Solar Farm;3606 SOLAR FARM;"{""type"": ""Point"", ""coordinates"": [-76.63340441069873, 44.29660449896729]}";44.296604499,-76.6334044107
4110;2490 UNITY RD;Solar Farm;2490 SOLAR FARM;"{""type"": ""Point"", ""coordinates"": [-76.56261485962618, 44.31887008051157]}";44.3188700805,-76.5626148596
4130;97 PARK CRES;Education Facility;OUR LADY OF MOUNT CARMEL C S;"{""type"": ""Point"", ""coordinates"": [-76.64092888702787, 44.223707259578575]}";44.2237072596,-76.640928887
4132;57 ROAD 95;Education Facility;SACRED HEART CS;"{""type"": ""Point"", ""coordinates"": [-76.44194994728932, 44.190107783869244]}";44.1901077839,-76.4419499473
4556;1066 HUDSON DR;Playground;BAYRIDGE PARK PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.593291071792, 44.24776512591439]}";44.2477651259,-76.5932910718
4555;4310-4320 HUGHES RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.38631217462621, 44.35223540772799]}";44.3522354077,-76.3863121746
2430;1546 BATTERSEA RD;Parking Lot;MONTREAL ST PARK & RIDE (PARKING LOT);"{""type"": ""Point"", ""coordinates"": [-76.47211427350902, 44.279175648659134]}";44.2791756487,-76.4721142735
3197;1 EARL ST;Parking Lot;RESIDENCE INN MARRIOTT HOTEL;"{""type"": ""Point"", ""coordinates"": [-76.48161612263576, 44.22657340984955]}";44.2265734098,-76.4816161226
3196;1 JOHNSON ST;Parking Lot;RADISSON HOTEL;"{""type"": ""Point"", ""coordinates"": [-76.4802795985815, 44.228076599453544]}";44.2280765995,-76.4802795986
4153;76 SCHOOL RD;Education Facility;ENTERPRISE PS;"{""type"": ""Point"", ""coordinates"": [-76.87937520247046, 44.46400400291271]}";44.4640040029,-76.8793752025
4154;59 KILDARE AVE;Education Facility;FAIRFIELD E S;"{""type"": ""Point"", ""coordinates"": [-76.65624651951964, 44.22329813226824]}";44.2232981323,-76.6562465195
4156;1447 MOUNTAIN GROVE RD;Education Facility;LAND O LAKES PS;"{""type"": ""Point"", ""coordinates"": [-76.84549243619387, 44.738077929060736]}";44.7380779291,-76.8454924362
4158;19 EAST ST;Education Facility;NEWBURGH PS;"{""type"": ""Point"", ""coordinates"": [-76.87506569098313, 44.32858119870369]}";44.3285811987,-76.875065691
9;1060 LEN BIRCHALL WY;Driving Range;LANDINGS GOLF COURSE AND TEACHING CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.5933776373821, 44.21859845872991]}";44.2185984587,-76.5933776374
243;4 YACHT CLUB LN;Recreation Centre;KINGSTON MILITARY FAMILY RESOURCE CENTRE-PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.44851214725873, 44.23710112687859]}";44.2371011269,-76.4485121473
467;114 WILEY ST;Soccer Field;ST FRANCIS OF ASSISI CS SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.49141081372393, 44.26068747283847]}";44.2606874728,-76.4914108137
199;2903 JOYCEVILLE RD;Playground;JOYCEVILLE PUBLIC SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.33458517572114, 44.3598433071267]}";44.3598433071,-76.3345851757
468;1388 WOODFIELD CRES;Soccer Field;WESTBROOK PARK SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.61915572284822, 44.271345892438404]}";44.2713458924,-76.6191557228
4428;1388 WOODFIELD CRES;Playground;WESTBROOK PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.61876866960712, 44.270880572824794]}";44.2708805728,-76.6187686696
516;938 JOHNSON ST;Sports Field;QUEEN'S UNIVERSITY - WEST CAMPUS SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.51499080433959, 44.22948493551571]}";44.2294849355,-76.5149908043
530;1 LAPPAN'S LN;Soccer Field;NOVELIS SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.51276754001964, 44.24257282511395]}";44.2425728251,-76.51276754
4689;;Community Service;ADDICTIONS AND MENTAL HEALTH SERVICES KFLA;"{""type"": ""Point"", ""coordinates"": [-76.49805443529314, 44.23520692434665]}";44.2352069243,-76.4980544353
4692;31 Weller Ave;Community Service;GIRLS INCORPORATED OF LIMESTONE, ALGONQUIN, AND LAKESHORE;"{""type"": ""Point"", ""coordinates"": [-76.48097765877249, 44.26285499639388]}";44.2628549964,-76.4809776588
