ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;Filename;geo_point_2d
601;601;;Bus;231F20;;"{""type"": ""MultiLineString"", ""coordinates"": [[[-76.49566, 44.22833], [-76.4956, 44.22744], [-76.4956, 44.22646], [-76.4956099, 44.2255299], [-76.49563, 44.2245699], [-76.49557, 44.22425], [-76.49534, 44.22422], [-76.49475, 44.22427]], [[-76.44609, 44.2722], [-76.44698, 44.27262], [-76.44722, 44.27261], [-76.44806, 44.27189], [-76.44889, 44.2711199], [-76.4497599, 44.2703599], [-76.45062, 44.26972], [-76.4515599, 44.26873], [-76.45172, 44.2685299], [-76.4507699, 44.26795], [-76.44968, 44.26732], [-76.4478199, 44.2667], [-76.44734, 44.26638], [-76.4471299, 44.2663199], [-76.44599, 44.26566], [-76.44537, 44.26529], [-76.4453899, 44.2651], [-76.44622, 44.2644], [-76.44688, 44.26388], [-76.4476599, 44.26316], [-76.44918, 44.26228], [-76.44945, 44.26204], [-76.44962, 44.26155], [-76.44944, 44.26069], [-76.4493999, 44.26034], [-76.44945, 44.26017], [-76.45076, 44.2600499], [-76.45213, 44.2599299], [-76.45352, 44.2598], [-76.45476, 44.2596899], [-76.45627, 44.25958], [-76.45755, 44.25944], [-76.45887, 44.25931], [-76.46018, 44.25918], [-76.4603899, 44.25905], [-76.4604599, 44.25883], [-76.46048, 44.2579], [-76.4604899, 44.25695], [-76.46054, 44.2559899], [-76.46058, 44.2550299], [-76.46075, 44.25291], [-76.4606899, 44.2527399], [-76.4607199, 44.2517899], [-76.46078, 44.2507999], [-76.46094, 44.24984], [-76.46111, 44.24933], [-76.4610799, 44.24915], [-76.46126, 44.24832], [-76.46166, 44.2474499], [-76.4620999, 44.24651], [-76.46248, 44.2455199], [-76.4625299, 44.24508], [-76.4623899, 44.24464], [-76.46219, 44.2443699], [-76.46055, 44.2435399], [-76.4602299, 44.24334], [-76.4597999, 44.2428199], [-76.4593699, 44.24176], [-76.45923, 44.24126], [-76.45881, 44.24041], [-76.45857, 44.2397999], [-76.4587499, 44.23965], [-76.4599299, 44.2392799], [-76.46101, 44.2388499], [-76.4622299, 44.23835], [-76.4635, 44.23785], [-76.46462, 44.2374099], [-76.46586, 44.2369099], [-76.46707, 44.23647], [-76.46728, 44.23634], [-76.4684399, 44.23588], [-76.46986, 44.23543], [-76.4712, 44.2351399], [-76.4725999, 44.23489], [-76.4739799, 44.23474], [-76.47534, 44.2346199], [-76.47669, 44.2345199], [-76.4783499, 44.23421], [-76.4785499, 44.2341], [-76.47889, 44.23333], [-76.4791699, 44.23236], [-76.4794299, 44.23145], [-76.4796999, 44.2305499], [-76.47981, 44.23026], [-76.4800599, 44.23026], [-76.48136, 44.2304799], [-76.4826799, 44.23069], [-76.48425, 44.23096], [-76.48546, 44.2310999], [-76.48673, 44.23129], [-76.48805, 44.2314999], [-76.4893799, 44.23171], [-76.4906, 44.2319], [-76.49143, 44.23207]], [[-76.43939, 44.27206], [-76.4393, 44.2729], [-76.4384699, 44.27403], [-76.4382699, 44.2747299], [-76.4383699, 44.27491], [-76.43906, 44.27489], [-76.44015, 44.27474], [-76.44144, 44.27462], [-76.44228, 44.2746], [-76.4425099, 44.2745599], [-76.4427599, 44.2738099], [-76.4430599, 44.27336], [-76.4435, 44.2729499], [-76.44366, 44.2724299], [-76.44361, 44.2718999], [-76.44374, 44.27175], [-76.44478, 44.27169], [-76.44514, 44.27173], [-76.44548, 44.27182], [-76.44609, 44.2722]], [[-76.44609, 44.2722], [-76.44698, 44.27262], [-76.44722, 44.27261], [-76.44806, 44.27189], [-76.44889, 44.2711199], [-76.4497599, 44.2703599], [-76.45062, 44.26972], [-76.4515599, 44.26873], [-76.45172, 44.2685299], [-76.4507699, 44.26795], [-76.44968, 44.26732], [-76.4478199, 44.2667], [-76.44734, 44.26638], [-76.4471299, 44.2663199], [-76.44599, 44.26566], [-76.44537, 44.26529], [-76.4453899, 44.2651], [-76.44622, 44.2644], [-76.44688, 44.26388], [-76.4476599, 44.26316], [-76.44918, 44.26228], [-76.44945, 44.26204], [-76.44962, 44.26155], [-76.44944, 44.26069], [-76.4493999, 44.26034], [-76.44945, 44.26017], [-76.45076, 44.2600499], [-76.45213, 44.2599299], [-76.45352, 44.2598], [-76.45476, 44.2596899], [-76.45627, 44.25958], [-76.45755, 44.25944], [-76.45887, 44.25931], [-76.46018, 44.25918], [-76.4603899, 44.25905], [-76.4604599, 44.25883], [-76.46048, 44.2579], [-76.4604899, 44.25695], [-76.46054, 44.2559899], [-76.46058, 44.2550299], [-76.46075, 44.25291], [-76.4606899, 44.2527399], [-76.4607199, 44.2517899], [-76.46078, 44.2507999], [-76.46094, 44.24984], [-76.46111, 44.24933], [-76.4610799, 44.24915], [-76.46126, 44.24832], [-76.46166, 44.2474499], [-76.4620999, 44.24651], [-76.46248, 44.2455199], [-76.4625299, 44.24508], [-76.4623899, 44.24464], [-76.46219, 44.2443699], [-76.46055, 44.2435399], [-76.4602299, 44.24334], [-76.4597999, 44.2428199], [-76.4593699, 44.24176], [-76.45923, 44.24126], [-76.45881, 44.24041], [-76.45857, 44.2397999], [-76.4587499, 44.23965], [-76.4599299, 44.2392799], [-76.46101, 44.2388499], [-76.4622299, 44.23835], [-76.4635, 44.23785], [-76.46462, 44.2374099], [-76.46586, 44.2369099], [-76.46707, 44.23647], [-76.46728, 44.23634], [-76.4684399, 44.23588], [-76.46986, 44.23543], [-76.4712, 44.2351399], [-76.4725999, 44.23489], [-76.4739799, 44.23474], [-76.47534, 44.2346199], [-76.47669, 44.2345199], [-76.4783499, 44.23421], [-76.4785499, 44.2341], [-76.47889, 44.23333], [-76.4791699, 44.23236], [-76.4794299, 44.23145], [-76.4796999, 44.2305499], [-76.47981, 44.23026], [-76.4800599, 44.23026], [-76.48136, 44.2304799], [-76.4826799, 44.23069], [-76.48425, 44.23096], [-76.48546, 44.2310999], [-76.48673, 44.23129], [-76.48805, 44.2314999], [-76.4893799, 44.23171], [-76.4906, 44.2319], [-76.49143, 44.23207], [-76.49339, 44.23226], [-76.4946999, 44.23247], [-76.49547, 44.23259], [-76.49572, 44.23253], [-76.49569, 44.2315899], [-76.49566, 44.23072], [-76.4956499, 44.22977], [-76.49564, 44.2287999], [-76.49566, 44.22833], [-76.4956, 44.22744], [-76.4956, 44.22646], [-76.4956099, 44.2255299], [-76.49563, 44.2245699], [-76.49557, 44.22425], [-76.49534, 44.22422], [-76.49475, 44.22427]], [[-76.44609, 44.2722], [-76.44686, 44.27261], [-76.44715, 44.2725999], [-76.45411, 44.2664899], [-76.4580899, 44.26297], [-76.4589799, 44.26214], [-76.45966, 44.2611999], [-76.4602299, 44.25997], [-76.46067, 44.2520499], [-76.46078, 44.2505299], [-76.4613, 44.24822], [-76.46229, 44.24602], [-76.46251, 44.24524], [-76.46245, 44.2448599], [-76.4622599, 44.2444999], [-76.46047, 44.24353], [-76.46009, 44.2432499], [-76.45963, 44.2424999], [-76.4585599, 44.2397999], [-76.45876, 44.2396399], [-76.46504, 44.2372399], [-76.46924, 44.23562], [-76.47055, 44.23526], [-76.47258, 44.23487], [-76.47742, 44.2344], [-76.4785099, 44.2341499], [-76.47867, 44.2339599], [-76.4796899, 44.2303499], [-76.47985, 44.2302199], [-76.48425, 44.23096]]]}";gtfs;44.2483250933,-76.4641571931
602;602;;Bus;231F20;;"{""type"": ""MultiLineString"", ""coordinates"": [[[-76.49475, 44.22427], [-76.4924299, 44.22466], [-76.49094, 44.22489], [-76.4905899, 44.22491], [-76.49052, 44.22512], [-76.4904999, 44.2253599], [-76.4882999, 44.2266699], [-76.4878999, 44.22696], [-76.4871099, 44.22787], [-76.48627, 44.22882], [-76.48545, 44.2297299], [-76.4843899, 44.23103], [-76.48433, 44.23125], [-76.48413, 44.2316], [-76.4842299, 44.23177], [-76.48392, 44.2326399], [-76.4826799, 44.2325199], [-76.48139, 44.2323199], [-76.48007, 44.2321199], [-76.47932, 44.2319899], [-76.47909, 44.2320899], [-76.47908, 44.2322499], [-76.47884, 44.23269], [-76.4789, 44.2328699], [-76.47852, 44.23391], [-76.47824, 44.2341299], [-76.47784, 44.23427], [-76.47652, 44.2344899], [-76.4734299, 44.23473], [-76.472, 44.23493], [-76.47049, 44.23525], [-76.46895, 44.2356599], [-76.4674799, 44.2362], [-76.46589, 44.2368099], [-76.46556, 44.2369], [-76.4653799, 44.23703], [-76.4642299, 44.23753], [-76.4632199, 44.23794], [-76.46212, 44.23838], [-76.46097, 44.23884], [-76.45981, 44.23929], [-76.45854, 44.23969], [-76.45841, 44.2397999], [-76.4587899, 44.24073], [-76.45898, 44.24131], [-76.4591, 44.24143], [-76.45953, 44.2423599], [-76.45985, 44.2430199], [-76.4601899, 44.24339], [-76.46172, 44.24408], [-76.4620299, 44.24429], [-76.46235, 44.24468], [-76.46248, 44.24513], [-76.4621599, 44.24615], [-76.4616399, 44.2473], [-76.4612099, 44.24833], [-76.46096, 44.2494199], [-76.46063, 44.25047], [-76.46064, 44.25137], [-76.4605899, 44.25239], [-76.46055, 44.25337], [-76.46044, 44.25377], [-76.46054, 44.2540099], [-76.4605, 44.2549399], [-76.46047, 44.2558599], [-76.46045, 44.25679], [-76.46041, 44.2577], [-76.4603299, 44.2586399], [-76.4602899, 44.25905], [-76.4600299, 44.25916], [-76.45874, 44.25931], [-76.4574999, 44.25941], [-76.45612, 44.25949], [-76.4558899, 44.2595599], [-76.4545799, 44.2596899], [-76.45315, 44.25981], [-76.4518899, 44.25991], [-76.45062, 44.26004], [-76.44947, 44.26013], [-76.44925, 44.2602799], [-76.4494, 44.26129], [-76.44951, 44.26161], [-76.4494899, 44.26182], [-76.44939, 44.2620299], [-76.4482, 44.2626199], [-76.44734, 44.26336], [-76.44681, 44.26374], [-76.44673, 44.26392], [-76.4459199, 44.26463], [-76.44534, 44.26512], [-76.44535, 44.2653399], [-76.44637, 44.26597], [-76.4473999, 44.26654], [-76.4487999, 44.26689], [-76.4498, 44.2674699], [-76.4508, 44.26805], [-76.4515599, 44.26851], [-76.45127, 44.26878], [-76.45121, 44.2689799], [-76.4503499, 44.2697399], [-76.44954, 44.27048], [-76.44862, 44.2713099], [-76.44771, 44.2720399], [-76.4470999, 44.2725599], [-76.44682, 44.27252], [-76.44581, 44.2719399], [-76.44541, 44.27169], [-76.44472, 44.2716399], [-76.44344, 44.2717699], [-76.4420399, 44.27188], [-76.4407599, 44.27199], [-76.43939, 44.27206], [-76.4393, 44.2729], [-76.4384699, 44.27403], [-76.4382699, 44.2747299], [-76.4383699, 44.27491], [-76.43906, 44.27489], [-76.44015, 44.27474], [-76.44144, 44.27462], [-76.44228, 44.2746], [-76.4425099, 44.2745599], [-76.4427599, 44.2738099], [-76.4430599, 44.27336], [-76.4435, 44.2729499], [-76.44366, 44.2724299], [-76.44361, 44.2718999], [-76.44374, 44.27175], [-76.44478, 44.27169], [-76.44514, 44.27173], [-76.44548, 44.27182], [-76.44609, 44.2722]], [[-76.49143, 44.23207], [-76.49339, 44.23226], [-76.4946999, 44.23247], [-76.49547, 44.23259], [-76.49572, 44.23253], [-76.49569, 44.2315899], [-76.49566, 44.23072], [-76.4956499, 44.22977], [-76.49564, 44.2287999], [-76.49566, 44.22833], [-76.4956, 44.22744], [-76.4956, 44.22646], [-76.4956099, 44.2255299], [-76.49563, 44.2245699], [-76.49557, 44.22425], [-76.49534, 44.22422], [-76.49475, 44.22427]]]}";gtfs;44.2490765066,-76.464324604
1;1;;Bus;54B948;;"{""type"": ""MultiLineString"", ""coordinates"": [[[-76.52642, 44.22372], [-76.5254199, 44.22341], [-76.5253499, 44.2224999], [-76.52529, 44.2213], [-76.52504, 44.2204699], [-76.52477, 44.22036], [-76.52359, 44.22045], [-76.52292, 44.22047], [-76.52175, 44.2206299], [-76.52071, 44.22062], [-76.52044, 44.22072], [-76.52009, 44.22074], [-76.51985, 44.2209999], [-76.5188899, 44.2215], [-76.51769, 44.22213], [-76.51728, 44.22221], [-76.5170499, 44.22233], [-76.51588, 44.2226399], [-76.51447, 44.22303], [-76.51332, 44.22343], [-76.51215, 44.2237799], [-76.5105199, 44.22426], [-76.50996, 44.22438], [-76.5097899, 44.2244999], [-76.5085199, 44.22489], [-76.50722, 44.2252899], [-76.50624, 44.22551], [-76.5059899, 44.2256499], [-76.50489, 44.2260099], [-76.50374, 44.22636], [-76.50261, 44.22663], [-76.5024099, 44.22675], [-76.5010599, 44.2270399], [-76.49989, 44.2272], [-76.49874, 44.2274599], [-76.49717, 44.22769], [-76.49639, 44.22791], [-76.4959099, 44.22793], [-76.49563, 44.22787], [-76.49557, 44.22764], [-76.4956199, 44.22668], [-76.49571, 44.22624], [-76.4956099, 44.22607], [-76.4956199, 44.2251299], [-76.4956199, 44.2243099], [-76.4953899, 44.22422], [-76.49475, 44.22427], [-76.4944299, 44.22439], [-76.49321, 44.22456], [-76.49221, 44.22464], [-76.49189, 44.22475], [-76.49055, 44.2249599], [-76.49051, 44.22534], [-76.4895099, 44.22594], [-76.4884899, 44.2265699], [-76.48793, 44.22683], [-76.4877999, 44.2270999], [-76.4871, 44.2279199], [-76.48647, 44.22844], [-76.4864, 44.2286399], [-76.48571, 44.22948], [-76.48499, 44.23033], [-76.48426, 44.23118], [-76.4843899, 44.2313299], [-76.4838899, 44.23286], [-76.48379, 44.2338299], [-76.48371, 44.23461], [-76.4837999, 44.2347499], [-76.48382, 44.2356999], [-76.48381, 44.2367799], [-76.4833399, 44.2369], [-76.48282, 44.23693], [-76.48259, 44.2370399], [-76.48276, 44.23808], [-76.4828, 44.2382599], [-76.48509, 44.23793], [-76.4852799, 44.23798], [-76.48575, 44.23889], [-76.4861999, 44.2397099], [-76.4865, 44.24033], [-76.48736, 44.24101], [-76.48755, 44.2412099], [-76.48756, 44.24155], [-76.4876999, 44.24178], [-76.48775, 44.24274], [-76.4878399, 44.2429], [-76.4877099, 44.2438099], [-76.4875399, 44.24481], [-76.48733, 44.24565], [-76.48727, 44.24648], [-76.48713, 44.24747], [-76.4867, 44.24838], [-76.48638, 44.24874], [-76.48638, 44.24894], [-76.48589, 44.2498799], [-76.48559, 44.25079], [-76.48543, 44.25124], [-76.48552, 44.2514499], [-76.4853099, 44.25242], [-76.48494, 44.25276], [-76.4848799, 44.25294], [-76.48417, 44.2537799], [-76.4834099, 44.25462], [-76.48322, 44.25479], [-76.48305, 44.2556899], [-76.4830099, 44.25653], [-76.48281, 44.25713], [-76.48283, 44.25734], [-76.48244, 44.25821], [-76.48205, 44.25903], [-76.48168, 44.25959], [-76.4816999, 44.2597599], [-76.4812999, 44.2607], [-76.4811999, 44.26095], [-76.48149, 44.2610399], [-76.48231, 44.26116], [-76.4836299, 44.26105], [-76.48497, 44.26093], [-76.4863199, 44.26085], [-76.48657, 44.26086], [-76.4877699, 44.26073], [-76.48909, 44.26067], [-76.4893, 44.26077], [-76.48933, 44.26188], [-76.48952, 44.2619899], [-76.49081, 44.26191], [-76.49216, 44.2617899], [-76.4931, 44.26177], [-76.4942399, 44.2616599], [-76.4956499, 44.2615599], [-76.4964699, 44.26151], [-76.49659, 44.2616699], [-76.49671, 44.2623199], [-76.49705, 44.26247], [-76.49803, 44.2624899], [-76.4982, 44.26263], [-76.49817, 44.26366], [-76.49815, 44.2638299], [-76.4974799, 44.2638899], [-76.4972499, 44.2637999], [-76.49711, 44.26258], [-76.49668, 44.2621499], [-76.49658, 44.2614999], [-76.4963399, 44.2614299], [-76.49557, 44.26146], [-76.4952799, 44.26154], [-76.49403, 44.2616299], [-76.49313, 44.26165], [-76.49193, 44.2617899], [-76.49087, 44.26187], [-76.49068, 44.2620199], [-76.49073, 44.26286], [-76.4909599, 44.2637299], [-76.49101, 44.2642199], [-76.49083, 44.2644199], [-76.49029, 44.26443], [-76.48868, 44.2646], [-76.4875399, 44.26473], [-76.48722, 44.26484], [-76.4870099, 44.26487], [-76.48686, 44.26457], [-76.4867499, 44.26361], [-76.48674, 44.26295], [-76.4866, 44.26279], [-76.48648, 44.26227], [-76.4849399, 44.2623199], [-76.48462, 44.26231], [-76.4843899, 44.2623799], [-76.4830399, 44.2625], [-76.48185, 44.26252], [-76.48162, 44.26259], [-76.4802, 44.2627], [-76.47974, 44.2626199], [-76.47952, 44.2626799], [-76.4787399, 44.26351], [-76.47845, 44.26395], [-76.4784, 44.26483], [-76.47847, 44.26582], [-76.47851, 44.26645], [-76.4786799, 44.2666799], [-76.47886, 44.26758], [-76.47905, 44.26857], [-76.47905, 44.26885], [-76.47919, 44.2691], [-76.47939, 44.26999], [-76.47932, 44.2705199], [-76.47892, 44.27095], [-76.4789099, 44.27116], [-76.47827, 44.27199], [-76.47761, 44.27288], [-76.47742, 44.27311], [-76.4775599, 44.27327], [-76.47822, 44.27357], [-76.4783199, 44.2737], [-76.47791, 44.27481]], [[-76.47791, 44.27481], [-76.47869, 44.27462], [-76.4796, 44.27413], [-76.4805099, 44.2732], [-76.48136, 44.27245], [-76.48172, 44.2722], [-76.482, 44.27193], [-76.48319, 44.27115], [-76.4837599, 44.27153], [-76.48402, 44.2715499], [-76.48445, 44.27135], [-76.48538, 44.2708199], [-76.48624, 44.2704], [-76.4872499, 44.26983], [-76.48769, 44.2696099], [-76.4877699, 44.26936], [-76.48763, 44.26874], [-76.48764, 44.26844], [-76.4873799, 44.26835], [-76.48602, 44.2684599], [-76.48488, 44.2685], [-76.4846, 44.2685899], [-76.48333, 44.26868], [-76.48205, 44.26877], [-76.48175, 44.26854], [-76.48155, 44.2684199], [-76.4803199, 44.26848], [-76.4792299, 44.2685599], [-76.4791299, 44.2684199], [-76.47914, 44.26807], [-76.47886, 44.2672], [-76.47869, 44.26617], [-76.47859, 44.26598], [-76.4785399, 44.26427], [-76.47869, 44.26391], [-76.47875, 44.26369], [-76.4791099, 44.2632099], [-76.4795299, 44.2628499], [-76.47978, 44.26277], [-76.48105, 44.26267], [-76.48195, 44.26263], [-76.48348, 44.26254], [-76.4836999, 44.2624499], [-76.4849799, 44.26234], [-76.4865, 44.26223], [-76.4865599, 44.2624499], [-76.48649, 44.26271], [-76.4865899, 44.26287], [-76.4867499, 44.26385], [-76.48686, 44.26461], [-76.48716, 44.2649499], [-76.48796, 44.26472], [-76.48913, 44.2646], [-76.49061, 44.26452], [-76.4909, 44.26441], [-76.49103, 44.26424], [-76.49091, 44.26328], [-76.49087, 44.26269], [-76.4907299, 44.2620599], [-76.49087, 44.2618899], [-76.49209, 44.26181], [-76.4931, 44.26177], [-76.4942399, 44.2616599], [-76.4956499, 44.2615599], [-76.4964699, 44.26151], [-76.49659, 44.2616699], [-76.49671, 44.2623199], [-76.49705, 44.26247], [-76.49803, 44.2624899], [-76.4982, 44.26263], [-76.49817, 44.26366], [-76.49815, 44.2638299], [-76.4974799, 44.2638899], [-76.4972499, 44.2637999], [-76.49711, 44.26258], [-76.49668, 44.2621499], [-76.49658, 44.2614999], [-76.4963399, 44.2614299], [-76.49557, 44.26146], [-76.4952799, 44.26154], [-76.49403, 44.2616299], [-76.49313, 44.26165], [-76.49179, 44.2617999], [-76.49048, 44.26184], [-76.49022, 44.26191], [-76.4896, 44.2619899], [-76.4894099, 44.2617999], [-76.48945, 44.26149], [-76.4893799, 44.2613299], [-76.48926, 44.26066], [-76.48881, 44.26054], [-76.4885899, 44.26063], [-76.48732, 44.2607499], [-76.48593, 44.26077], [-76.4857399, 44.26085], [-76.4844499, 44.2609399], [-76.4831, 44.26106], [-76.48217, 44.26112], [-76.48178, 44.26106], [-76.48144, 44.26091], [-76.48129, 44.2608], [-76.48172, 44.25995], [-76.48201, 44.25944], [-76.4823499, 44.25856], [-76.48286, 44.25747], [-76.48312, 44.2565399], [-76.48317, 44.25616], [-76.4830799, 44.2556599], [-76.48325, 44.25501], [-76.48349, 44.25465], [-76.4841, 44.2539], [-76.4848099, 44.25314], [-76.48522, 44.25268], [-76.48568, 44.25127], [-76.48565, 44.25111], [-76.48581, 44.2501699], [-76.48625, 44.24933], [-76.48681, 44.24836], [-76.48706, 44.24802], [-76.4872099, 44.2471599], [-76.48739, 44.24619], [-76.48747, 44.24582], [-76.48756, 44.2450199], [-76.4877299, 44.24411], [-76.48794, 44.24304], [-76.4878699, 44.2422599], [-76.4877, 44.24126], [-76.48693, 44.24058], [-76.48653, 44.2401], [-76.4859699, 44.2392099], [-76.48564, 44.23848], [-76.4855099, 44.23835], [-76.4852699, 44.2379299], [-76.485, 44.2378699], [-76.4836999, 44.23812], [-76.48289, 44.23828], [-76.48287, 44.23778], [-76.48277, 44.2375999], [-76.48269, 44.2371499], [-76.48289, 44.237], [-76.48387, 44.23673], [-76.48394, 44.23593], [-76.48387, 44.23579], [-76.4838599, 44.2347799], [-76.4839, 44.23398], [-76.48381, 44.2337899], [-76.48397, 44.2328799], [-76.48414, 44.23194], [-76.48441, 44.23138], [-76.4843899, 44.2310999], [-76.48507, 44.2302499], [-76.4855, 44.22983], [-76.48611, 44.22901], [-76.48647, 44.2287], [-76.48704, 44.228], [-76.48787, 44.22711], [-76.4879599, 44.2269699], [-76.4888899, 44.2263399], [-76.48989, 44.22574], [-76.4905899, 44.22525], [-76.49057, 44.2249699], [-76.49198, 44.2248], [-76.4930899, 44.2245999], [-76.4944599, 44.2244099], [-76.49479, 44.22443], [-76.4949599, 44.22433], [-76.49557, 44.2242799], [-76.4955799, 44.22518], [-76.49548, 44.22614], [-76.49556, 44.2263799], [-76.4955499, 44.2272599], [-76.4955499, 44.22783], [-76.4957399, 44.2279899], [-76.49714, 44.22786], [-76.4973499, 44.2277599], [-76.4986299, 44.2275199], [-76.50008, 44.2273], [-76.50117, 44.2270699], [-76.50233, 44.22687], [-76.5033899, 44.22649], [-76.50469, 44.2261], [-76.50591, 44.22573], [-76.50693, 44.22547], [-76.50859, 44.22489], [-76.50978, 44.22456], [-76.51013, 44.22445], [-76.51136, 44.22406], [-76.5125899, 44.2237199], [-76.51396, 44.22335], [-76.5149499, 44.2229899], [-76.51621, 44.2225699], [-76.51749, 44.22225], [-76.51803, 44.22203], [-76.5188899, 44.22156], [-76.51978, 44.22109], [-76.5202999, 44.2207699], [-76.52156, 44.22064], [-76.52246, 44.22065], [-76.52403, 44.22056], [-76.52471, 44.22055], [-76.52504, 44.2205999], [-76.52514, 44.22158], [-76.5252899, 44.22245], [-76.52537, 44.2233599], [-76.52542, 44.2244], [-76.52556, 44.22524], [-76.52567, 44.22544], [-76.5260699, 44.2253899], [-76.5263399, 44.22528], [-76.52655, 44.22508], [-76.5265699, 44.22413], [-76.52642, 44.22372]], [[-76.47791, 44.27481], [-76.47869, 44.27462], [-76.4796, 44.27413], [-76.4805099, 44.2732], [-76.48136, 44.27245], [-76.48172, 44.2722], [-76.482, 44.27193], [-76.48319, 44.27115], [-76.4837599, 44.27153], [-76.48402, 44.2715499], [-76.48445, 44.27135], [-76.48538, 44.2708199], [-76.48624, 44.2704], [-76.4872499, 44.26983], [-76.48769, 44.2696099], [-76.4877699, 44.26936], [-76.48763, 44.26874], [-76.48764, 44.26844]]]}";gtfs;44.2473683067,-76.4925703037
